Team,Madness,Years,AST,TO,Ratio,TPG,3FG%,PTS,PPG,ORebs,DRebs,REB,RPG,FGM_y,FGA_y,FT,FTA,FT%
Kansas St. (Big 12),1.0,16-17,522,453,1.15,12.942857142857145,36.2,"2,523",72.1,330,803,"1,133",32.37,869,"1,883",538,775,69.4
George Mason (),0.0,16-17,398,440,0.9,12.941176470588236,33.6,"2,519",74.1,381,989,"1,370",40.29,879,"1,962",579,775,74.7
Michigan St. (Big Ten),1.0,16-17,591,490,1.21,14.0,37.3,"2,515",71.9,328,947,"1,275",36.43,905,"1,927",432,645,67.0
UC Irvine (Big West),0.0,16-17,460,481,0.96,13.36111111111111,36.1,"2,514",69.8,402,"1,026","1,428",39.67,915,"2,062",419,611,68.6
Utah (Pac-12),0.0,16-17,476,431,1.1,13.46875,35.3,"2,511",78.5,321,896,"1,217",38.03,936,"1,857",424,622,68.2
Illinois (Big Ten),0.0,16-17,472,433,1.09,12.371428571428572,36.9,"2,508",71.7,342,875,"1,217",34.77,898,"2,019",442,643,68.7
UTRGV (WAC),0.0,16-17,484,507,0.95,15.84375,33.6,"2,505",78.3,382,797,"1,179",36.84,869,"2,050",491,685,71.7
CSU Bakersfield (WAC),0.0,16-17,507,519,0.98,14.82857142857143,35.1,"2,502",71.5,432,918,"1,350",38.57,895,"2,037",483,755,64.0
IUPUI (Summit League),0.0,16-17,455,401,1.13,12.53125,38.8,"2,500",78.1,348,756,"1,104",34.5,883,"1,957",446,653,68.3
Rider (MAAC),0.0,16-17,466,481,0.97,14.575757575757576,33.2,"2,498",75.7,421,910,"1,331",40.33,907,"2,034",505,752,67.2
Georgia Tech (ACC),0.0,16-17,570,494,1.15,13.35135135135135,33.1,"2,496",67.5,356,974,"1,330",35.95,910,"2,079",505,740,68.2
UAlbany (America East),0.0,16-17,444,416,1.07,11.885714285714286,37.2,"2,496",71.3,379,878,"1,257",35.91,907,"1,941",490,647,75.7
Ga. Southern (Sun Belt),0.0,16-17,342,388,0.88,11.757575757575758,36.2,"2,492",75.5,320,826,"1,146",34.73,841,"1,910",507,763,66.4
Vanderbilt (SEC),1.0,16-17,450,430,1.05,12.285714285714286,37.6,"2,489",71.1,286,922,"1,208",34.51,815,"1,896",513,660,77.7
Buffalo (MAC),0.0,16-17,459,466,0.98,14.5625,33.0,"2,486",77.7,397,898,"1,295",40.47,877,"1,945",492,711,69.2
Savannah St. (MEAC),0.0,16-17,501,431,1.16,14.862068965517242,33.2,"2,485",85.7,358,811,"1,169",40.31,833,"2,030",427,659,64.8
NC State (ACC),0.0,16-17,458,428,1.07,13.375,35.6,"2,483",77.6,329,832,"1,161",36.28,888,"1,898",481,687,70.0
Hofstra (CAA),0.0,16-17,419,341,1.23,10.65625,36.7,"2,473",77.3,371,789,"1,160",36.25,846,"1,908",490,716,68.4
Stetson (ASUN),0.0,16-17,436,362,1.2,11.3125,33.9,"2,471",77.2,274,854,"1,128",35.25,886,"2,007",438,665,65.9
Clemson (ACC),0.0,16-17,414,354,1.17,10.727272727272728,35.7,"2,468",74.8,365,758,"1,123",34.03,871,"1,939",487,666,73.1
Wright St. (Horizon),0.0,16-17,472,474,1.0,14.8125,38.1,"2,465",77.0,326,810,"1,136",35.5,817,"1,819",546,715,76.4
Valparaiso (Horizon),0.0,16-17,422,425,0.99,12.87878787878788,32.4,"2,465",74.7,351,900,"1,251",37.91,848,"1,911",552,712,77.5
Southeast Mo. St. (OVC),0.0,16-17,454,410,1.11,12.424242424242424,36.7,"2,460",74.5,289,735,"1,024",31.03,852,"1,896",493,664,74.2
St. Bonaventure (Atlantic 10),0.0,16-17,423,401,1.05,12.53125,34.8,"2,459",76.8,369,784,"1,153",36.03,825,"1,864",608,791,76.9
Saint Mary's (CA) (WCC),1.0,16-17,563,365,1.54,10.735294117647058,39.4,"2,449",72.0,324,883,"1,207",35.5,892,"1,797",372,499,74.5
Niagara (MAAC),0.0,16-17,416,428,0.97,12.969696969696969,36.6,"2,448",74.2,389,872,"1,261",38.21,846,"2,035",512,683,75.0
Towson (CAA),0.0,16-17,348,426,0.82,12.909090909090908,31.1,"2,447",74.2,445,860,"1,305",39.55,850,"1,900",592,868,68.2
George Washington (Atlantic 10),0.0,16-17,467,453,1.03,12.942857142857145,37.1,"2,447",69.9,394,885,"1,279",36.54,821,"1,938",529,710,74.5
Mount St. Mary's (NEC),1.0,16-17,403,472,0.85,13.11111111111111,35.8,"2,446",67.9,276,805,"1,081",30.03,877,"1,977",431,640,67.3
Georgia St. (Sun Belt),0.0,16-17,399,463,0.86,14.030303030303031,35.7,"2,442",74.0,334,840,"1,174",35.58,885,"1,888",426,658,64.7
Houston Christian (Southland),0.0,16-17,457,410,1.11,13.225806451612904,33.9,"2,441",78.7,425,774,"1,199",38.68,871,"1,924",504,720,70.0
Maryland (Big Ten),1.0,16-17,472,426,1.11,12.909090909090908,35.9,"2,438",73.9,351,821,"1,172",35.52,827,"1,840",512,732,69.9
Georgia (SEC),0.0,16-17,430,444,0.97,13.058823529411764,32.5,"2,435",71.6,330,928,"1,258",37.0,836,"1,903",588,777,75.7
Jacksonville St. (OVC),1.0,16-17,493,477,1.03,13.628571428571428,37.7,"2,434",69.5,355,889,"1,244",35.54,857,"1,869",462,647,71.4
Lehigh (Patriot),0.0,16-17,467,450,1.04,14.0625,39.2,"2,432",76.0,232,868,"1,100",34.38,857,"1,788",448,580,77.2
Dayton (Atlantic 10),1.0,16-17,500,376,1.33,11.75,38.5,"2,428",75.9,277,820,"1,097",34.28,820,"1,763",530,768,69.0
Fresno St. (Mountain West),0.0,16-17,417,444,0.94,13.454545454545457,35.2,"2,426",73.5,314,858,"1,172",35.52,852,"1,873",513,763,67.2
UMES (MEAC),0.0,16-17,449,437,1.03,12.852941176470589,34.2,"2,426",71.4,350,793,"1,143",33.62,854,"2,013",456,668,68.3
Villanova (Big East),1.0,17-18,655,425,1.54,10.625,40.1,"3,463",86.6,385,"1,052","1,437",35.93,"1,220","2,440",559,718,77.9
Kansas (Big 12),1.0,17-18,649,456,1.42,11.692307692307692,40.1,"3,174",81.4,381,"1,007","1,388",35.59,"1,165","2,366",453,640,70.8
Duke (ACC),1.0,17-18,648,460,1.41,12.432432432432432,37.2,"3,121",84.4,496,"1,026","1,522",41.14,"1,125","2,288",562,791,71.0
Gonzaga (WCC),1.0,17-18,564,420,1.34,11.35135135135135,36.8,"3,091",83.5,413,"1,062","1,475",39.86,"1,125","2,261",513,725,70.8
Northern Colo. (Big Sky),0.0,17-18,454,468,0.97,12.31578947368421,35.9,"3,082",81.1,361,"1,069","1,430",37.63,"1,104","2,347",540,784,68.9
Nevada (Mountain West),1.0,17-18,598,357,1.68,9.64864864864865,39.2,"3,055",82.6,342,974,"1,316",35.57,"1,049","2,238",603,812,74.3
Buffalo (MAC),1.0,17-18,597,446,1.34,12.38888888888889,37.0,"3,047",84.6,430,958,"1,388",38.56,"1,105","2,334",486,695,69.9
Michigan (Big Ten),1.0,17-18,585,380,1.54,9.268292682926829,35.7,"3,019",73.6,345,"1,020","1,365",33.29,"1,092","2,335",474,717,66.1
North Carolina (ACC),1.0,17-18,674,445,1.51,12.027027027027026,35.9,"3,018",81.6,511,"1,059","1,570",42.43,"1,105","2,417",503,677,74.3
Purdue (Big Ten),1.0,17-18,598,399,1.5,10.783783783783784,42.0,"2,974",80.4,319,976,"1,295",35.0,"1,033","2,097",555,747,74.3
West Virginia (Big 12),1.0,17-18,561,421,1.33,11.37837837837838,35.3,"2,964",80.1,521,879,"1,400",37.84,"1,036","2,374",570,744,76.6
South Dakota St. (Summit League),1.0,17-18,467,353,1.32,10.085714285714284,40.3,"2,958",84.5,310,"1,054","1,364",38.97,"1,003","2,147",578,759,76.2
Xavier (Big East),1.0,17-18,579,441,1.31,12.6,37.2,"2,953",84.4,345,997,"1,342",38.34,"1,011","2,055",657,843,77.9
Penn St. (Big Ten),0.0,17-18,541,461,1.17,11.82051282051282,38.7,"2,915",74.7,422,964,"1,386",35.54,"1,057","2,291",507,722,70.2
Portland St. (Big Sky),0.0,17-18,548,431,1.27,12.676470588235292,34.0,"2,897",85.2,493,813,"1,306",38.41,"1,034","2,333",529,751,70.4
FGCU (ASUN),0.0,17-18,535,494,1.08,14.114285714285714,36.3,"2,847",81.3,368,970,"1,338",38.23,"1,045","2,117",503,680,74.0
Marquette (Big East),0.0,17-18,551,431,1.28,12.314285714285717,41.7,"2,846",81.3,315,800,"1,115",31.86,989,"2,081",483,600,80.5
Kentucky (SEC),1.0,17-18,489,481,1.02,13.0,35.7,"2,840",76.8,441,987,"1,428",38.59,998,"2,115",649,930,69.8
Bucknell (Patriot),1.0,17-18,505,437,1.16,12.485714285714286,34.8,"2,837",81.1,325,956,"1,281",36.6,965,"2,050",627,872,71.9
Central Mich. (MAC),0.0,17-18,492,417,1.18,11.583333333333334,34.3,"2,835",78.8,408,897,"1,305",36.25,953,"2,186",573,711,80.6
South Dakota (Summit League),0.0,17-18,463,388,1.19,11.085714285714284,35.5,"2,832",80.9,359,960,"1,319",37.69,"1,017","2,136",555,740,75.0
Louisiana (Sun Belt),0.0,17-18,591,455,1.3,13.382352941176473,36.3,"2,829",83.2,435,890,"1,325",38.97,971,"2,093",590,775,76.1
Arkansas (SEC),1.0,17-18,501,381,1.31,10.885714285714286,39.6,"2,819",80.5,351,856,"1,207",34.49,"1,005","2,119",540,793,68.1
SFA (Southland),1.0,17-18,498,542,0.92,15.485714285714286,37.2,"2,819",80.5,402,846,"1,248",35.66,"1,000","2,059",577,819,70.5
Central Ark. (Southland),0.0,17-18,565,481,1.17,13.742857142857142,35.6,"2,819",80.5,359,910,"1,269",36.26,980,"2,162",573,780,73.5
Arizona (Pac-12),1.0,17-18,531,427,1.24,12.2,36.9,"2,818",80.5,353,924,"1,277",36.49,"1,009","2,003",563,741,76.0
Oregon (Pac-12),0.0,17-18,556,434,1.28,12.055555555555555,35.7,"2,817",78.3,372,889,"1,261",35.03,986,"2,155",521,683,76.3
Michigan St. (Big Ten),1.0,17-18,670,459,1.46,13.114285714285714,40.0,"2,807",80.2,405,"1,034","1,439",41.11,991,"1,996",535,716,74.7
Florida St. (ACC),1.0,17-18,523,456,1.15,13.028571428571428,35.0,"2,804",80.1,398,924,"1,322",37.77,994,"2,125",543,786,69.1
Southern California (Pac-12),0.0,17-18,569,383,1.49,10.63888888888889,37.6,"2,798",77.7,369,877,"1,246",34.61,"1,022","2,174",458,649,70.6
New Mexico (Mountain West),0.0,17-18,539,422,1.28,12.411764705882351,37.5,"2,795",82.2,317,756,"1,073",31.56,939,"2,065",550,708,77.7
Texas Southern (SWAC),1.0,17-18,438,454,0.96,12.61111111111111,35.9,"2,787",77.4,372,930,"1,302",36.17,925,"2,111",657,906,72.5
Auburn (SEC),1.0,17-18,481,410,1.17,12.058823529411764,35.7,"2,783",81.9,407,882,"1,289",37.91,906,"2,102",647,836,77.4
Saint Mary's (CA) (WCC),0.0,17-18,557,357,1.56,9.916666666666666,41.0,"2,772",77.0,298,916,"1,214",33.72,"1,014","1,970",460,598,76.9
Butler (Big East),1.0,17-18,489,391,1.25,11.17142857142857,35.7,"2,763",78.9,324,871,"1,195",34.14,"1,020","2,155",436,562,77.6
Texas Tech (Big 12),1.0,17-18,529,455,1.16,12.297297297297296,35.9,"2,759",74.6,407,926,"1,333",36.03,964,"2,096",579,823,70.4
Oklahoma St. (Big 12),0.0,17-18,515,466,1.11,12.944444444444445,34.8,"2,757",76.6,463,887,"1,350",37.5,959,"2,224",543,717,75.7
Creighton (Big East),1.0,17-18,588,371,1.58,11.242424242424242,37.2,"2,756",83.5,249,957,"1,206",36.55,"1,008","2,050",397,531,74.8
Savannah St. (MEAC),0.0,17-18,504,448,1.13,14.0,30.0,"2,754",86.1,423,799,"1,222",38.19,940,"2,350",483,694,69.6
UNLV (Mountain West),0.0,17-18,535,473,1.13,14.333333333333334,33.4,"2,753",83.4,395,941,"1,336",40.48,978,"2,000",612,868,70.5
Niagara (MAAC),0.0,17-18,397,373,1.06,11.303030303030305,35.8,"2,748",83.3,396,890,"1,286",38.97,944,"2,124",588,808,72.8
Wichita St. (AAC),1.0,17-18,610,385,1.58,11.666666666666666,38.1,"2,731",82.8,405,935,"1,340",40.61,957,"2,009",517,700,73.9
Louisville (ACC),0.0,17-18,489,424,1.15,11.77777777777778,37.1,"2,721",75.6,358,958,"1,316",36.56,969,"2,140",503,683,73.6
Loyola Chicago (MVC),1.0,17-18,594,472,1.26,12.421052631578949,39.6,"2,721",71.6,238,983,"1,221",32.13,995,"1,963",454,626,72.5
Oklahoma (Big 12),1.0,17-18,479,429,1.12,13.40625,35.9,"2,718",84.9,339,901,"1,240",38.75,954,"2,062",510,684,74.6
Mississippi St. (SEC),0.0,17-18,491,483,1.02,13.054054054054054,31.9,"2,716",73.4,398,936,"1,334",36.05,"1,000","2,151",460,666,69.1
Purdue Fort Wayne (Summit League),0.0,17-18,485,389,1.25,11.787878787878787,36.6,"2,716",82.3,316,840,"1,156",35.03,953,"2,073",471,654,72.0
Lipscomb (ASUN),1.0,17-18,517,493,1.05,14.93939393939394,32.8,"2,708",82.1,346,930,"1,276",38.67,924,"2,040",593,826,71.8
UIC (Horizon),0.0,17-18,451,544,0.83,15.11111111111111,34.7,"2,708",75.2,371,"1,013","1,384",38.44,951,"2,115",564,768,73.4
TCU (Big 12),1.0,17-18,615,419,1.47,12.696969696969695,39.5,"2,708",82.1,368,832,"1,200",36.36,979,"1,973",476,674,70.6
Hampton (MEAC),0.0,17-18,518,440,1.18,12.571428571428571,31.6,"2,703",77.2,385,987,"1,372",39.2,970,"2,173",565,727,77.7
Seton Hall (Big East),1.0,17-18,527,432,1.22,12.705882352941176,36.5,"2,701",79.4,416,885,"1,301",38.26,971,"2,073",509,729,69.8
Iona (MAAC),1.0,17-18,542,395,1.37,11.617647058823527,38.3,"2,700",79.4,291,854,"1,145",33.68,957,"2,076",462,626,73.8
Notre Dame (ACC),0.0,17-18,520,355,1.46,9.86111111111111,35.8,"2,698",74.9,384,940,"1,324",36.78,945,"2,131",508,670,75.8
LIU (NEC),1.0,17-18,442,496,0.89,14.17142857142857,34.2,"2,696",77.0,370,957,"1,327",37.91,935,"2,055",547,786,69.6
Toledo (MAC),0.0,17-18,529,395,1.34,11.617647058823527,40.1,"2,687",79.0,319,933,"1,252",36.82,913,"1,953",534,725,73.7
San Francisco (WCC),0.0,17-18,526,464,1.13,11.897435897435898,33.8,"2,685",68.8,395,984,"1,379",35.36,952,"2,256",448,663,67.6
Houston (AAC),1.0,17-18,505,418,1.21,11.942857142857145,38.7,"2,685",76.7,408,945,"1,353",38.66,952,"2,066",484,674,71.8
NC State (ACC),1.0,17-18,531,400,1.33,12.12121212121212,37.2,"2,682",81.3,401,775,"1,176",35.64,965,"2,054",489,703,69.6
UCLA (Pac-12),1.0,17-18,495,399,1.24,12.090909090909092,38.1,"2,679",81.2,337,945,"1,282",38.85,927,"2,014",515,715,72.0
Cincinnati (AAC),1.0,17-18,570,405,1.41,11.25,35.3,"2,673",74.3,479,934,"1,413",39.25,944,"2,100",523,756,69.2
Boston College (ACC),0.0,17-18,492,441,1.12,12.6,35.9,"2,673",76.4,369,924,"1,293",36.94,948,"2,105",479,646,74.1
North Florida (ASUN),0.0,17-18,490,478,1.03,14.484848484848484,37.8,"2,668",80.8,312,847,"1,159",35.12,939,"2,058",433,570,76.0
Utah Valley (WAC),0.0,17-18,549,474,1.16,13.941176470588236,38.6,"2,657",78.1,355,942,"1,297",38.15,926,"1,919",538,725,74.2
Stanford (Pac-12),0.0,17-18,469,525,0.89,15.0,36.9,"2,655",75.9,395,973,"1,368",39.09,925,"2,007",572,835,68.5
Arizona St. (Pac-12),1.0,17-18,458,343,1.34,10.71875,36.3,"2,645",82.7,315,811,"1,126",35.19,888,"1,920",581,793,73.3
Nicholls (Southland),0.0,17-18,474,490,0.97,15.3125,35.7,"2,641",82.5,353,836,"1,189",37.16,941,"1,994",499,696,71.7
UT Arlington (Sun Belt),0.0,17-18,545,507,1.07,14.911764705882351,35.9,"2,640",77.6,379,954,"1,333",39.21,927,"2,054",492,713,69.0
The Citadel (SoCon),0.0,17-18,528,477,1.11,14.90625,34.1,"2,639",82.5,376,808,"1,184",37.0,889,"2,148",475,673,70.6
William & Mary (CAA),0.0,17-18,548,382,1.43,12.32258064516129,43.4,"2,636",85.0,209,808,"1,017",32.81,910,"1,782",479,591,81.0
Virginia Tech (ACC),1.0,17-18,542,396,1.37,12.0,38.8,"2,634",79.8,246,832,"1,078",32.67,931,"1,865",483,681,70.9
Wyoming (Mountain West),0.0,17-18,518,449,1.15,13.606060606060606,34.5,"2,633",79.8,231,917,"1,148",34.79,873,"1,959",583,790,73.8
Texas A&M (SEC),1.0,17-18,538,476,1.13,13.6,32.9,"2,631",75.2,432,"1,018","1,450",41.43,976,"2,120",449,679,66.1
Iowa (Big Ten),0.0,17-18,602,441,1.37,13.363636363636363,37.5,"2,630",79.7,391,867,"1,258",38.12,946,"1,975",486,699,69.5
Kansas St. (Big 12),1.0,17-18,510,423,1.21,11.432432432432432,34.1,"2,630",71.1,304,832,"1,136",30.7,937,"2,025",502,684,73.4
UMBC (America East),1.0,17-18,547,440,1.24,12.22222222222222,38.7,"2,630",73.1,348,897,"1,245",34.58,926,"2,088",414,641,64.6
Montana (Big Sky),1.0,17-18,428,422,1.01,12.411764705882351,33.9,"2,625",77.2,402,856,"1,258",37.0,944,"2,021",551,780,70.6
N.C. A&T (MEAC),0.0,17-18,534,481,1.11,13.742857142857142,30.1,"2,623",74.9,348,904,"1,252",35.77,929,"2,010",552,776,71.1
Bethune-Cookman (MEAC),0.0,17-18,501,507,0.99,15.84375,31.8,"2,622",81.9,424,922,"1,346",42.06,903,"2,039",575,820,70.1
Liberty (Big South),0.0,17-18,521,437,1.19,11.81081081081081,37.3,"2,621",70.8,271,967,"1,238",33.46,899,"1,947",523,660,79.2
St. Bonaventure (Atlantic 10),1.0,17-18,472,391,1.21,11.5,38.6,"2,620",77.1,344,864,"1,208",35.53,884,"1,959",597,794,75.2
Rider (MAAC),0.0,17-18,459,424,1.08,13.25,35.8,"2,620",81.9,421,832,"1,253",39.16,932,"2,004",513,844,60.8
Eastern Wash. (Big Sky),0.0,17-18,441,402,1.1,11.485714285714286,37.4,"2,619",74.8,258,905,"1,163",33.23,936,"2,017",437,572,76.4
Furman (SoCon),0.0,17-18,526,382,1.38,11.575757575757576,35.6,"2,619",79.4,317,840,"1,157",35.06,942,"2,006",397,557,71.3
Georgia St. (Sun Belt),1.0,17-18,455,395,1.15,11.285714285714286,38.5,"2,614",74.7,309,873,"1,182",33.77,937,"2,033",417,615,67.8
Alabama (SEC),1.0,17-18,458,513,0.89,14.25,32.6,"2,604",72.3,360,933,"1,293",35.92,910,"1,975",555,828,67.0
BYU (WCC),0.0,17-18,533,403,1.32,11.514285714285714,34.7,"2,600",74.3,242,903,"1,145",32.71,919,"1,905",537,716,75.0
Ohio St. (Big Ten),1.0,17-18,499,399,1.25,11.735294117647058,35.3,"2,591",76.2,334,910,"1,244",36.59,951,"1,980",450,616,73.1
Seattle U (WAC),0.0,17-18,463,484,0.96,14.235294117647058,37.0,"2,589",76.1,368,930,"1,298",38.18,881,"1,975",515,698,73.8
Vermont (America East),0.0,17-18,468,388,1.21,11.085714285714284,40.1,"2,587",73.9,268,891,"1,159",33.11,879,"1,803",569,755,75.4
Jacksonville St. (OVC),0.0,17-18,542,469,1.16,13.02777777777778,32.5,"2,587",71.9,412,959,"1,371",38.08,954,"2,091",468,657,71.2
Tennessee (SEC),1.0,17-18,550,422,1.3,12.057142857142855,38.0,"2,584",73.8,404,857,"1,261",36.03,885,"2,012",541,715,75.7
Clemson (ACC),1.0,17-18,463,414,1.12,11.82857142857143,36.6,"2,584",73.8,313,942,"1,255",35.86,899,"1,971",498,660,75.5
Rhode Island (Atlantic 10),1.0,17-18,520,363,1.43,10.676470588235292,35.2,"2,583",76.0,389,782,"1,171",34.44,954,"2,096",439,630,69.7
Campbell (Big South),0.0,17-18,482,403,1.2,11.852941176470589,38.8,"2,581",75.9,231,854,"1,085",31.91,891,"1,867",486,648,75.0
Oakland (Horizon),0.0,17-18,553,435,1.27,13.181818181818182,35.2,"2,580",78.2,327,876,"1,203",36.45,884,"1,966",537,697,77.0
Wofford (SoCon),0.0,17-18,522,413,1.26,12.147058823529411,41.3,"2,578",75.8,272,827,"1,099",32.32,901,"1,906",419,538,77.9
Florida (SEC),1.0,17-18,445,334,1.33,9.823529411764708,37.0,"2,577",75.8,367,831,"1,198",35.24,893,"2,065",483,673,71.8
Providence (Big East),1.0,17-18,485,430,1.13,12.285714285714286,33.2,"2,575",73.6,369,878,"1,247",35.63,899,"2,037",554,787,70.4
New Mexico St. (WAC),1.0,17-18,481,429,1.12,12.617647058823527,33.4,"2,572",75.6,427,975,"1,402",41.24,963,"2,104",388,603,64.3
Utah (Pac-12),0.0,17-18,532,414,1.29,11.82857142857143,37.0,"2,571",73.5,268,905,"1,173",33.51,876,"1,903",497,655,75.9
Sam Houston (Southland),0.0,17-18,527,473,1.11,13.13888888888889,33.7,"2,571",71.4,436,921,"1,357",37.69,900,"2,115",514,719,71.5
Baylor (Big 12),0.0,17-18,516,463,1.11,13.617647058823527,35.7,"2,569",75.6,400,893,"1,293",38.03,941,"2,007",470,640,73.4
UNC Greensboro (SoCon),1.0,17-18,487,481,1.01,13.742857142857142,35.3,"2,562",73.2,418,885,"1,303",37.23,924,"2,074",383,549,69.8
Belmont (OVC),0.0,17-18,529,410,1.29,12.424242424242424,37.6,"2,562",77.6,258,875,"1,133",34.33,901,"1,853",382,517,73.9
Mercer (SoCon),0.0,17-18,490,424,1.16,12.470588235294118,38.3,"2,561",75.3,330,846,"1,176",34.59,878,"1,856",517,680,76.0
Prairie View (SWAC),0.0,17-18,439,459,0.96,13.5,32.8,"2,559",75.3,403,779,"1,182",34.76,890,"2,043",532,793,67.1
LSU (SEC),0.0,17-18,467,382,1.22,11.575757575757576,34.6,"2,559",77.5,317,781,"1,098",33.27,916,"1,926",459,628,73.1
UNC Asheville (Big South),0.0,17-18,522,469,1.11,13.794117647058824,39.4,"2,557",75.2,280,880,"1,160",34.12,912,"1,921",456,615,74.1
ETSU (SoCon),0.0,17-18,500,454,1.1,13.352941176470589,34.3,"2,556",75.2,352,910,"1,262",37.12,926,"1,957",460,648,71.0
San Diego St. (Mountain West),1.0,17-18,488,394,1.24,11.93939393939394,33.7,"2,545",77.1,366,884,"1,250",37.88,902,"1,967",502,702,71.5
UNCW (CAA),0.0,17-18,487,414,1.18,12.9375,34.6,"2,542",79.4,447,863,"1,310",40.94,920,"2,109",458,664,69.0
Col. of Charleston (CAA),1.0,17-18,387,339,1.14,9.970588235294118,36.0,"2,536",74.6,286,843,"1,129",33.21,875,"1,904",527,699,75.4
Washington (Pac-12),0.0,17-18,398,453,0.88,13.323529411764708,34.6,"2,535",74.6,328,786,"1,114",32.76,900,"1,963",505,720,70.1
App State (Sun Belt),0.0,17-18,411,456,0.9,13.818181818181818,34.0,"2,520",76.4,389,902,"1,291",39.12,864,"1,984",500,749,66.8
N.C. Central (MEAC),1.0,17-18,545,495,1.1,14.142857142857142,33.1,"2,520",72.0,415,921,"1,336",38.17,949,"2,060",410,597,68.7
Davidson (Atlantic 10),1.0,17-18,551,315,1.75,9.545454545454543,38.9,"2,519",76.3,229,849,"1,078",32.67,899,"1,874",368,461,79.8
Canisius (MAAC),0.0,17-18,553,432,1.28,13.090909090909092,34.8,"2,519",76.3,336,768,"1,104",33.45,901,"1,942",413,581,71.1
Green Bay (Horizon),0.0,17-18,459,453,1.01,13.727272727272728,36.3,"2,517",76.3,334,907,"1,241",37.61,859,"2,027",504,670,75.2
Detroit Mercy (Horizon),0.0,17-18,437,435,1.0,13.59375,34.5,"2,516",78.6,337,777,"1,114",34.81,883,"2,031",469,621,75.5
Murray St. (OVC),1.0,17-18,471,384,1.23,12.0,37.7,"2,515",78.6,341,845,"1,186",37.06,870,"1,803",504,687,73.4
Austin Peay (OVC),0.0,17-18,453,478,0.95,14.058823529411764,34.1,"2,512",73.9,444,769,"1,213",35.68,915,"2,012",480,737,65.1
Grand Canyon (WAC),0.0,17-18,540,450,1.2,13.235294117647058,32.2,"2,512",73.9,405,905,"1,310",38.53,855,"1,992",551,785,70.2
Eastern Mich. (MAC),0.0,17-18,450,447,1.01,12.771428571428572,33.5,"2,509",71.7,357,873,"1,230",35.14,933,"2,010",409,599,68.3
VCU (Atlantic 10),0.0,17-18,510,446,1.14,13.515151515151516,35.2,"2,507",76.0,342,861,"1,203",36.45,921,"2,013",391,566,69.1
Drake (MVC),0.0,17-18,504,412,1.22,12.117647058823527,36.4,"2,506",73.7,279,878,"1,157",34.03,862,"1,972",493,640,77.0
Penn (Ivy League),1.0,17-18,508,391,1.3,11.848484848484848,35.1,"2,506",75.9,283,956,"1,239",37.55,893,"1,948",429,651,65.9
Fairfield (MAAC),0.0,17-18,487,421,1.16,12.757575757575758,33.9,"2,506",75.9,299,852,"1,151",34.88,881,"2,009",441,621,71.0
Ga. Southern (Sun Belt),0.0,17-18,333,372,0.9,11.272727272727272,34.1,"2,504",75.9,401,845,"1,246",37.76,857,"1,992",523,788,66.4
Boise St. (Mountain West),0.0,17-18,427,433,0.99,13.53125,37.9,"2,502",78.2,321,911,"1,232",38.5,878,"1,903",439,595,73.8
Wright St. (Horizon),1.0,17-18,460,459,1.0,13.114285714285714,33.7,"2,500",71.4,356,910,"1,266",36.17,873,"2,019",517,723,71.5
Lamar University (Southland),0.0,17-18,449,430,1.04,13.030303030303031,34.3,"2,500",75.8,426,819,"1,245",37.73,873,"2,026",497,757,65.7
UTRGV (WAC),0.0,17-18,499,447,1.12,13.545454545454543,30.9,"2,490",75.5,383,859,"1,242",37.64,833,"2,063",619,835,74.1
Utah St. (Mountain West),0.0,17-18,474,441,1.07,12.970588235294118,36.4,"2,489",73.2,290,842,"1,132",33.29,865,"1,904",442,627,70.5
Northern Ky. (Horizon),0.0,17-18,523,398,1.31,12.4375,34.1,"2,486",77.7,308,867,"1,175",36.72,898,"1,892",432,591,73.1
Long Beach St. (Big West),0.0,17-18,419,501,0.84,15.181818181818182,35.1,"2,485",75.3,381,813,"1,194",36.18,866,"1,917",557,765,72.8
Samford (SoCon),0.0,17-18,530,435,1.22,13.59375,37.3,"2,483",77.6,264,709,973,30.41,870,"1,846",454,594,76.4
Kent St. (MAC),0.0,17-18,393,442,0.89,13.0,32.6,"2,482",73.0,390,829,"1,219",35.85,871,"2,049",485,666,72.8
Troy (Sun Belt),0.0,17-18,435,408,1.07,12.363636363636363,33.7,"2,475",75.0,319,875,"1,194",36.18,848,"1,930",487,662,73.6
Northeastern (CAA),0.0,17-18,523,450,1.16,13.636363636363637,37.6,"2,472",74.9,258,825,"1,083",32.82,859,"1,776",452,617,73.3
Syracuse (ACC),1.0,17-18,395,461,0.86,12.45945945945946,31.8,"2,466",66.6,442,934,"1,376",37.19,832,"1,995",594,807,73.6
